K_beta	Mean_C1	Mean_C2	N	N_C1	N_C2	N_Tail	pi_C1	pi_C2	pi_Tail	rcc_C1	rcc_C2	rcc_Tail	Scale_Tail	Shape_Tail	tail	Variance_C1	Variance_C2	NLL	BIC	AIC	entropy	ICL	reduced.entropy	reICL	size	sse_total	sse_0_0.1	sse_0.1_0.2	sse_0.2_0.3	sse_0.3_0.4	sse_0.4_0.5	sse_0.5_0.6	sse_0.6_0.7	sse_0.7_0.8	sse_0.8_0.9	sse_0.9_1	sample	karyotype	Mean_Tail	Variance_Tail	Mean_C3	N_C3	pi_C3	rcc_C3	Variance_C3
2	0.42862454857466853	0.21666651958211705	717	110	557	50	0.14856014935735368	0.7563153006285055	0.09512455001414086	FALSE	TRUE	FALSE	0.07857142757142857	1.8492441199713943	TRUE	0.0018552037644524368	0.0016054383751218776	-869.1136691223272	-1679.051655679258	-1720.2273382446544	114.4338266871271	-1564.6178289921309	7.592174456729567	-1671.4594812225284	9	0.0027083254747580594	4.1347621347989616e-4	4.213807312553192e-4	0.001559423922596933	8.943750112907223e-5	2.1380336305625318e-4	8.893376364271262e-6	2.7858394842756315e-8	1.8721626755672682e-6	6.778136813173407e-9	3.5676690908813752e-9	./160709_HMFregCPCT_FR10301974_FR10301881_CPCT02020308	2:0	0.1710906758343134	Inf	NA	NA	NA	NA	NA
1	0.15716273039284684	NA	1428	1428	NA	0	1	NA	0	TRUE	NA	TRUE	NA	NA	FALSE	0.0037313331247080055	NA	-2048.3416981894693	-4074.89130595024	-4090.6833963789386	-0	-4074.89130595024	-0	-4074.89130595024	3	0.004862907455761371	0.0011231581135177071	0.0030163140462325295	7.045034484797901e-4	1.8779150145476646e-5	1.5266426906723003e-7	3.311665770506428e-11	1.419791123888456e-16	1.6901526747716554e-22	6.322124273852202e-32	2.0996010162559784e-48	./160709_HMFregCPCT_FR12244548_FR12244645_CPCT02020318	2:1	NA	NA	NA	NA	NA	NA	NA
1	0.20655062951883277	NA	1012	1012	NA	0	1	NA	0	TRUE	NA	TRUE	NA	NA	FALSE	0.008374673954588978	NA	-1025.2243351941368	-2029.6896188387313	-2044.4486703882735	-0	-2029.6896188387313	-0	-2029.6896188387313	3	0.003059493302645801	0.0010185492682976438	9.970935614214418e-4	7.39075092067825e-4	2.4794629577503535e-4	3.943686410774347e-5	1.738653966007447e-5	5.673827928248291e-9	7.487926917282808e-12	1.8208120701824387e-16	1.5113460608008495e-24	./160709_HMFregCPCT_FR12244548_FR12244645_CPCT02020318	2:0	NA	NA	NA	NA	NA	NA	NA
1	0.17174779600957465	NA	1921	1921	NA	0	1	NA	0	TRUE	NA	TRUE	NA	NA	FALSE	0.0028875113078566535	NA	-2888.5167303098538	-5754.351657131402	-5771.0334606197075	-0	-5754.351657131402	-0	-5754.351657131402	3	0.0055013453125545035	2.9224822603141743e-4	0.0028244306854331123	0.0023721296322252758	1.2320399859041513e-5	2.1636865800407193e-7	3.4765200820388253e-13	2.1346699856211774e-20	1.9040054711705e-28	2.3391063760695564e-41	4.366480029327694e-64	./160709_HMFregCPCT_FR12244548_FR12244645_CPCT02020318	2:2	NA	NA	NA	NA	NA	NA	NA
1	0.1689338170475172	NA	157	157	NA	0	1	NA	0	TRUE	NA	TRUE	NA	NA	FALSE	0.003948326215655281	NA	-216.3022491195209	-417.4357608229969	-426.6044982390418	-0	-417.4357608229969	-0	-417.4357608229969	3	0.008365562676467151	7.927913947811851e-4	0.004231665723089733	0.003178019676862458	1.2415204288249333e-4	3.893370700269426e-5	1.318477973629323e-10	7.911043737319009e-16	1.26857270576652e-21	7.058750877357248e-31	4.2338087401625416e-47	./160709_HMFregCPCT_FR12244567_FR12244534_CPCT02010349	1:0	NA	NA	NA	NA	NA	NA	NA
2	0.28964722670600906	0.12320382250806887	4125	1585	2540	0	0.3906790144125172	0.6093209855874828	0	TRUE	TRUE	FALSE	NA	NA	FALSE	0.0036499698344102513	9.81928406456165e-4	-5091.408120422334	-10132.867313052055	-10170.816240844668	380.42908561588854	-9752.438227436167	380.4290856158885	-9752.438227436167	6	8.552782776194452e-4	3.8808146895806213e-4	1.8712876537579706e-4	1.9654811660594414e-4	7.196575476095058e-5	1.152569903821425e-5	2.8472832431997833e-8	4.804512849599772e-14	4.8777909177246086e-21	7.813559432776206e-33	2.18968558090153e-54	./160709_HMFregCPCT_FR12244567_FR12244534_CPCT02010349	1:1	NA	NA	NA	NA	NA	NA	NA
2	0.2829174896493941	0.10314657847673543	4413	290	4123	0	0.07460753741520473	0.9253924625847952	0	FALSE	TRUE	FALSE	NA	NA	FALSE	0.008645679223865443	4.2813840152098524e-4	-9560.891447172531	-19071.429034289446	-19109.782894345062	204.12842400955768	-18867.300610279886	204.12842400955762	-18867.300610279886	6	0.005254163889430027	0.0043474773414138215	8.768553102316417e-4	1.8283410272805056e-5	9.595912895955068e-6	1.7644315469910805e-6	1.8671192312330766e-7	7.701812149587723e-10	9.644595789673134e-13	1.492999430198916e-17	3.375599177304264e-26	./160711_HMFregCPCT_FR03631794_FR12244647_CPCT02070011	1:0	NA	NA	NA	NA	NA	NA	NA
2	0.23761380984114555	0.09005637143099138	15571	2776	12795	0	0.18445848786144256	0.8155415121385574	0	FALSE	TRUE	FALSE	NA	NA	FALSE	0.003225427241090981	3.151821356203353e-4	-31002.100858905942	-61946.28272487884	-61992.201717811884	621.734137537161	-61324.54858734168	621.7341375371609	-61324.54858734168	6	0.003519131919945523	0.0028576805935324424	6.008608745074743e-4	5.262511887292664e-5	7.759066159958127e-6	1.9406479148228952e-7	8.077691803036582e-9	4.124389436281742e-9	2.2541319641368174e-26	1.8512407853959306e-39	6.012840513980444e-63	./160711_HMFregCPCT_FR03631794_FR12244647_CPCT02070011	1:1	NA	NA	NA	NA	NA	NA	NA
1	0.2079449491645655	NA	9692	3350	NA	6342	0.29807196414331744	NA	0.7019280358566826	TRUE	NA	TRUE	0.050724636681159424	1.5962451211399358	TRUE	9.705574607940596e-4	NA	-13795.727605336777	-27536.380874181934	-27579.455210673554	1941.1815818629664	-25595.19929231897	-0	-27536.380874181934	6	0.027285499317304267	0.026972869564347246	1.619032912109131e-4	1.1855865374939171e-4	6.5278571125405214e-6	2.269786043791022e-5	1.3571599453274892e-6	7.978574703498155e-7	4.35938160112972e-7	2.254644658571085e-7	1.2567040461902565e-7	./160711_HMFregCPCT_FR03631794_FR12244647_CPCT02070011	2:1	0.13579809872338316	Inf	NA	NA	NA	NA	NA
2	0.23904981703540798	0.08595610663790323	15285	3996	11289	0	0.29143520528515743	0.7085647947148426	0	TRUE	TRUE	FALSE	NA	NA	FALSE	0.011532835277279382	2.1294184448240064e-4	-27711.72788651284	-55365.64800961973	-55411.45577302568	2290.810461906654	-53074.837547713076	2290.810461906654	-53074.837547713076	6	0.0038176015973981218	0.002545375337199986	9.491682747166627e-4	2.2959183376474325e-4	6.297905621251162e-5	2.1708108100253117e-5	8.645268194123711e-6	1.2714339131185422e-7	6.575722517129769e-9	9.60119717513221e-14	8.625385394044622e-20	./160711_HMFregCPCT_FR03631794_FR12244647_CPCT02070011	2:0	NA	NA	NA	NA	NA	NA	NA
2	0.33514469680265274	0.17030421292093179	1704	211	1035	458	0.11546365229272385	0.5578313414145124	0.3267050062927638	FALSE	TRUE	FALSE	0.05223880497014925	1.8452855233290122	TRUE	0.001537339889213758	8.938458202664252e-4	-2308.683118830947	-4550.399634295391	-4599.366237661894	432.6365784636357	-4117.763055831755	26.78432679181681	-4523.615307503574	9	0.004180034632186651	0.0030803769653315644	4.139515929542706e-4	6.610543004396559e-4	2.2130553025206677e-5	2.1446959150807405e-6	2.3939154287421435e-7	7.261502286767844e-8	3.705965162984221e-8	1.7983960989693325e-8	9.474342511558704e-9	./160711_HMFregCPCT_FR03631794_FR12244647_CPCT02070011	2:2	0.11403899381570723	Inf	NA	NA	NA	NA	NA
2	0.8040943377489439	0.18679118107190446	1084	735	349	0	0.6773452868401615	0.3226547131598385	0	TRUE	FALSE	FALSE	NA	NA	FALSE	0.009871011213915221	0.007921982637798072	-417.0626479142207	-792.1948167364438	-822.1252958284414	11.037907144146082	-781.1569095922978	11.037907144146068	-781.1569095922978	6	0.0028397266750225902	1.9018922967885485e-4	6.523837034690549e-4	1.499053126824772e-4	3.5801065327930435e-5	8.160895966894533e-6	3.454342944777424e-5	9.727991460091948e-5	2.8545059914714555e-4	8.349695362792156e-4	5.510429884223237e-4	./160711_HMFregCPCT_FR12244547_FR12244646_CPCT02020319	1:0	NA	NA	NA	NA	NA	NA	NA
1	0.4270452288735614	NA	10775	8371	NA	2404	0.7554803850042102	NA	0.24451961499578975	TRUE	NA	TRUE	0.05333333233333334	0.9045580448041124	TRUE	0.002929069206842497	NA	-9315.306719124612	-18574.903534759393	-18618.613438249224	1219.3821866565977	-17355.521348102797	-0	-18574.903534759393	6	0.002543404929547071	0.001602607404052477	3.9967972188649205e-4	1.0894740495699885e-4	1.9833747069422324e-4	1.6746780485630172e-4	6.425236147926729e-5	1.2172499264770464e-6	4.5796585523141455e-7	2.111007368096041e-7	2.2644510279267348e-7	./160711_HMFregCPCT_FR12244547_FR12244646_CPCT02020319	1:1	Inf	Inf	NA	NA	NA	NA	NA
2	0.6005523814779231	0.29983174720340505	1268	267	786	215	0.20248483703749653	0.598209973692207	0.1993051892702965	FALSE	TRUE	FALSE	0.05583756245177665	0.9236881127249497	TRUE	0.0012953950232794898	0.0013109833201774993	-1083.865446942092	-2103.4241286692095	-2149.730893884184	178.4201029993413	-1925.0040256698683	0.009665841686438161	-2103.414462827523	9	0.0027323035688961283	0.0012876039949234275	4.363504919640528e-4	6.57319807040243e-4	2.0364817930549817e-4	3.815236454661918e-6	5.571284125447512e-5	7.4236075411025e-5	1.2742103619087251e-5	6.690327821885238e-7	2.0580614146915897e-7	./160711_HMFregCPCT_FR12244547_FR12244646_CPCT02020319	2:1	Inf	Inf	NA	NA	NA	NA	NA
1	0.8630255351611444	NA	595	306	NA	289	0.5004657798980694	NA	0.49953422010193055	TRUE	NA	TRUE	0.06060605960606061	0.7845170236095689	TRUE	0.001956768714683032	NA	-219.11708440554253	-399.9028003778113	-426.23416881108506	37.882996466362414	-362.0198039114489	-0	-399.9028003778113	6	0.005672086325497368	0.0031281351060039554	9.597961696632346e-4	1.5648532462734927e-4	1.7136744824821818e-4	2.899669355514508e-4	1.0249736153815338e-4	2.676194747567548e-5	2.9144336744529858e-5	3.398608578839004e-4	4.680708377609e-4	./160711_HMFregCPCT_FR12244547_FR12244646_CPCT02020319	2:0	Inf	Inf	NA	NA	NA	NA	NA
2	0.884459099697159	0.16115042379490396	458	126	332	0	0.27559337016882	0.72440662983118	0	TRUE	FALSE	FALSE	NA	NA	FALSE	0.0035951925753675744	0.002108813720360972	-448.21573975446614	-859.6702644042472	-884.4314795089323	0.0505499119417502	-859.6197144923054	0.05054991194174722	-859.6197144923054	6	0.004340033319524301	5.231212437742575e-4	0.002934144948419496	3.553799000343677e-4	2.4507275987621192e-5	4.750944702437485e-6	1.416956289655053e-5	7.3538702051062444e-6	4.2237421538390805e-5	1.5482637359256408e-4	2.795417783735099e-4	./160711_HMFregCPCT_FR12244551_FR12244640_CPCT02020325	1:0	NA	NA	NA	NA	NA	NA	NA
2	0.6226868196302925	0.3094038543773872	711	175	237	299	0.23462556116617206	0.30185863811225583	0.4635158007215721	FALSE	TRUE	FALSE	0.054878047780487806	1.1554236643916256	TRUE	0.0014990323679278925	0.0011991033272765184	-478.56536447367205	-898.030677079115	-939.1307289473441	118.40051001762004	-779.630167061495	6.252593564703969e-5	-898.0306145531794	9	0.0117986785904862	0.008904903411614507	0.0022193996989530057	1.0713068176434001e-4	2.397535855243451e-4	9.819642306234118e-6	4.3812581675302725e-5	2.593575098411815e-4	1.1899757166929064e-5	7.339212192825535e-7	1.8678004210720299e-6	./160711_HMFregCPCT_FR12244551_FR12244640_CPCT02020325	2:1	0.407964870146289	Inf	NA	NA	NA	NA	NA
2	0.9093359807494579	0.45769052061753135	1612	426	165	1021	0.2574704748449731	0.08534398854253304	0.6571855366124939	FALSE	FALSE	FALSE	0.05555555455555555	0.9773996263727556	TRUE	0.0014307377555794537	0.002565527523342767	-761.7361855824764	-1457.0052928573537	-1505.4723711649528	196.46950132150462	-1260.535791535849	9.522587047710063e-6	-1457.0052833347665	9	0.020710602015653255	0.015523426877270256	0.004505003114485532	1.758822674318945e-4	1.0099472672827414e-5	7.296500108854573e-5	9.322873350319538e-5	1.5089735261558327e-5	3.937966529565819e-5	9.138261519936591e-5	1.8414453344442044e-4	./160711_HMFregCPCT_FR12244551_FR12244640_CPCT02020325	2:0	Inf	Inf	NA	NA	NA	NA	NA
2	0.4742629804554322	0.1682757430269245	2474	1131	1343	0	0.44229441884209236	0.5577055811579076	0	TRUE	TRUE	FALSE	NA	NA	FALSE	0.001468671791173458	0.009164688293336635	-1934.4813119026867	-3822.081074487659	-3856.9626238053734	156.07696121929638	-3666.0041132683627	156.07696121929635	-3666.0041132683627	6	0.0033934110104176635	0.0018042358132657485	0.001091260342664052	2.1906473243712667e-4	8.904712199681263e-5	1.309012493587842e-4	5.7926970066837467e-5	4.857988001489458e-7	3.256013091955114e-7	1.6338051895729816e-7	5.749304388982678e-22	./160711_HMFregCPCT_FR12244551_FR12244640_CPCT02020325	2:2	NA	NA	NA	NA	NA	NA	NA
2	0.3818663288389724	0.1742232413484044	4709	1629	3080	0	0.33362279822905366	0.6663772017709463	0	TRUE	TRUE	FALSE	NA	NA	FALSE	0.002461965471281993	0.003555057058788433	-4397.465264167471	-8744.187143233481	-8782.930528334942	418.972724003829	-8325.214419229653	418.97272400382894	-8325.214419229653	6	0.0010173451207443505	5.303508201265625e-5	4.2738541500490714e-4	3.549944867197714e-4	7.464096445681219e-5	1.0629187942856593e-4	9.522686754009666e-7	4.502444623657498e-8	1.8390300956240175e-21	1.538661267825964e-34	5.328047671265295e-53	./160711_HMFregCPCT_FR12244555_FR12244643_CPCT02020315	2:1	NA	NA	NA	NA	NA	NA	NA
2	0.496085413269952	0.15299760265005768	741	477	264	0	0.6537648555851597	0.3462351444148403	0	TRUE	TRUE	FALSE	NA	NA	FALSE	0.015105134059133257	0.0023634885017163095	-329.1659372140521	-618.6838706763277	-646.3318744281042	52.555999442296084	-566.1278712340317	52.55599944229608	-566.1278712340317	6	0.002377903545224929	5.367408599930517e-5	7.566120877775924e-4	1.3167074823869062e-4	1.9146686663762692e-4	5.240409304187201e-4	5.005110965157861e-4	1.4028275934322804e-4	7.841427271483342e-5	1.2302855831111009e-6	4.119960346926128e-10	./160711_HMFregCPCT_FR12244555_FR12244643_CPCT02020315	2:0	NA	NA	NA	NA	NA	NA	NA
2	0.31689603775981695	0.1293430735712388	8829	6126	2703	0	0.6883486395688683	0.31165136043113173	0	TRUE	TRUE	FALSE	NA	NA	FALSE	0.002049266109501379	0.002081996275683054	-10002.333871467092	-19950.152960712774	-19992.667742934183	531.7266827261824	-19418.426277986593	531.7266827261823	-19418.426277986593	6	6.75064965545078e-4	2.0277592288940423e-4	3.655346714227211e-5	1.8274064729276111e-4	2.459904439731027e-4	6.956322667986589e-6	3.5333056638936196e-8	1.282852291230869e-8	2.160667842600099e-31	8.00289815465342e-52	5.406404303205564e-79	./160711_HMFregCPCT_FR12244555_FR12244643_CPCT02020315	2:2	NA	NA	NA	NA	NA	NA	NA
2	0.42360581807439823	0.0896707933948516	2696	1680	1016	0	0.6259586520136312	0.3740413479863688	0	TRUE	TRUE	FALSE	NA	NA	FALSE	0.012684586815097189	5.416947665449046e-4	-2010.626491398273	-3973.8558359643525	-4009.252982796546	61.62795664391602	-3912.2278793204364	61.627956643915994	-3912.2278793204364	6	0.0034238444672617108	0.00219299185139553	2.2686663084219892e-4	2.4782932657509534e-4	3.5512818493584167e-4	2.8321218993791633e-4	7.161154502098283e-5	4.553835931688229e-5	5.694799707772456e-7	9.689922175828678e-8	4.4727836067615175e-14	./160718_HMFregCPCT_FR10302970_FR12244422_CPCT02040021	1:0	NA	NA	NA	NA	NA	NA	NA
1	0.2682578465198565	NA	15193	12526	NA	2667	0.8041182121503162	NA	0.1958817878496838	TRUE	NA	TRUE	0.050314464408805035	1.7230243785478518	TRUE	0.002361237435791303	NA	-19470.06435492634	-38882.357169406016	-38928.12870985268	1592.4122414736937	-37289.94492793232	-0	-38882.357169406016	6	0.0015243540385596291	8.035394100930451e-4	2.4293898780003164e-5	5.279781414202674e-4	1.6792723298103562e-4	4.675066049475059e-7	8.544919096381419e-8	2.784075012245972e-8	1.9504035669890765e-8	9.765544152836001e-9	5.289159421246805e-9	./160718_HMFregCPCT_FR10302970_FR12244422_CPCT02040021	1:1	0.11990335504878376	Inf	NA	NA	NA	NA	NA
2	0.4438609289873838	0.20836510222968252	1265	345	844	76	0.27099009176351757	0.6526271842435726	0.07638272399290984	TRUE	TRUE	FALSE	0.05027932860893855	1.6474270378091638	TRUE	0.0018013055477941436	0.0015213050327130045	-1349.9423485901605	-2635.5992505698664	-2681.884697180321	111.40234684881624	-2524.19690372105	7.36962170946936	-2628.229628860397	9	0.0013832500339424568	4.2997694653468016e-5	3.420065547332593e-4	7.053266922831465e-4	2.125860628007705e-5	1.1051743473802145e-4	1.6053067779890544e-4	9.018996851329517e-9	6.001398815036265e-7	2.0726311733166904e-9	1.1419460507351396e-9	./160718_HMFregCPCT_FR10302970_FR12244422_CPCT02040021	2:1	0.12793955234485077	Inf	NA	NA	NA	NA	NA
2	0.552110577850486	0.2747157972305197	1645	264	1058	323	0.1568636414484502	0.6212765496573228	0.22185980889422693	FALSE	TRUE	FALSE	0.05194805094805195	1.5087309610836184	TRUE	0.002495975338249701	0.0018305214431603022	-1499.9274970541553	-2933.2055331395154	-2981.8549941083106	212.66255191447095	-2720.5429812250445	7.110767895452852	-2926.0947652440627	9	0.0013843568723941417	6.455561082851052e-4	4.6259839364761044e-5	4.564168561445745e-4	1.5449365166615836e-4	1.3842329882583724e-5	5.2221582899060285e-5	1.4351494395690833e-5	1.1595810354216219e-6	3.533820291477053e-8	2.00905178712697e-8	./160718_HMFregCPCT_FR10302970_FR12244422_CPCT02040021	2:0	0.15406106336899922	Inf	NA	NA	NA	NA	NA
2	0.5487293900599978	0.14929717189818448	260	79	181	0	0.31337465188965835	0.6866253481103416	0	FALSE	TRUE	FALSE	NA	NA	FALSE	0.005675637621148712	0.001786295752954917	-252.5039490847277	-471.6438083833622	-493.0078981694554	1.4313037818915675	-470.21250460147064	1.4313037818915626	-470.21250460147064	6	0.005875215701957832	7.032211406480552e-4	0.003859036370966484	4.757616999396092e-4	4.3706080813199284e-5	1.262308140509455e-4	5.082121630058524e-4	1.4309653467593024e-4	1.594990423202274e-5	9.936257317580533e-10	1.5592506268987935e-18	./160718_HMFregCPCT_FR12244550_FR12244638_CPCT02020317	1:0	NA	NA	NA	NA	NA	NA	NA
2	0.27570402353476176	0.10550213397294615	2489	1426	1063	0	0.5730966464510591	0.426903353548941	0	TRUE	TRUE	FALSE	NA	NA	FALSE	0.002206901372491537	8.976310323315659e-4	-3022.650734913246	-5998.383652012287	-6033.301469826492	107.90327240828479	-5890.480379604002	107.90327240828476	-5890.480379604002	6	9.359727976657724e-4	2.924104300458304e-4	9.967193338548486e-5	4.3952784053516967e-4	1.0320355229366047e-4	8.367083339408839e-7	3.2233307168609984e-7	2.6105691383131758e-21	4.7885813267997814e-33	8.739141208222034e-53	8.75882665970981e-89	./160718_HMFregCPCT_FR12244550_FR12244638_CPCT02020317	1:1	NA	NA	NA	NA	NA	NA	NA
2	0.45309278813645554	0.1756729434633421	1641	44	1597	0	0.02711929906189941	0.9728807009381006	0	TRUE	FALSE	FALSE	NA	NA	FALSE	0.0010866669735050964	0.004383795657911991	-1990.7341356043626	-3937.0499046621844	-3969.468271208725	16.80690216509691	-3920.2430024970877	16.806902165096893	-3920.2430024970877	6	0.009309970353089628	9.738178434645184e-4	0.004421678626666544	0.0037741263467513516	1.2826812351053666e-4	1.0436996729768545e-5	1.271066471646805e-6	2.4489520158348702e-14	3.713494707716139e-7	2.43639959744244e-28	3.383657051870063e-43	./160718_HMFregCPCT_FR12244550_FR12244638_CPCT02020317	2:1	NA	NA	NA	NA	NA	NA	NA
2	0.5818241931266337	0.19828659962359346	425	33	392	0	0.06875489389520537	0.9312451061047947	0	TRUE	FALSE	FALSE	NA	NA	FALSE	0.0027177933236101535	0.01046471840203916	-321.4392436622023	-606.565952310858	-630.8784873244045	11.052491186853722	-595.5134611240044	11.052491186853715	-595.5134611240044	6	0.012419593226354877	0.0049889676046338625	0.0031545253037403333	0.00258024855995768	0.001326647683152945	1.0265977965183224e-4	1.996389165204696e-4	6.177913203670345e-5	5.1262464683878815e-6	1.9266320639210158e-13	5.460545141466606e-20	./160718_HMFregCPCT_FR12244550_FR12244638_CPCT02020317	2:0	NA	NA	NA	NA	NA	NA	NA
1	0.17050172422485435	NA	281	281	NA	0	1	NA	0	TRUE	NA	TRUE	NA	NA	FALSE	0.0055373420210216365	NA	-359.4441614175094	-701.9732588270176	-712.8883228350188	-0	-701.9732588270176	-0	-701.9732588270176	3	0.011668166707659876	7.304942572193768e-4	0.007821132214901225	0.0029136794507473762	9.148257199669123e-5	9.87003681255289e-5	1.573892223558699e-8	1.2662105747203852e-5	2.3886938215729613e-16	7.089731121683758e-23	2.895346714705247e-34	./160718_HMFregCPCT_FR12244550_FR12244638_CPCT02020317	2:2	NA	NA	NA	NA	NA	NA	NA
1	0.16902663636275794	NA	1288	1288	NA	0	1	NA	0	TRUE	NA	TRUE	NA	NA	FALSE	0.0031235610069955248	NA	-1916.7243606532359	-3811.966183586479	-3827.4487213064717	-0	-3811.966183586479	-0	-3811.966183586479	3	0.0018399052748101306	1.6464526704799122e-4	7.731931711179819e-4	8.970341405177092e-4	4.550209588911254e-6	4.824848658518329e-7	1.6716848643044044e-12	3.993641811067302e-19	1.69235702820602e-26	2.6542201269492543e-38	4.725016427671997e-59	./160718_HMFregCPCT_FR12244552_FR12244421_CPCT02020323	1:0	NA	NA	NA	NA	NA	NA	NA
1	0.10506834615670604	NA	24537	24537	NA	0	1	NA	0	TRUE	NA	TRUE	NA	NA	FALSE	6.674033528651433e-4	NA	-54262.46044819431	-108494.59708400442	-108518.92089638862	-0	-108494.59708400442	-0	-108494.59708400442	3	0.0012784165659800626	9.003431437858027e-4	3.6367594755652797e-4	1.4377543981213766e-5	1.8269704547848945e-8	1.6609519703499423e-9	1.3783270326270334e-46	5.00939730683093e-71	1.0838903456960416e-97	7.691559384660705e-140	3.292479878350813e-213	./160718_HMFregCPCT_FR12244552_FR12244421_CPCT02020323	1:1	NA	NA	NA	NA	NA	NA	NA
1	0.15893793864144967	NA	170	170	NA	0	1	NA	0	TRUE	NA	TRUE	NA	NA	FALSE	0.0031357366054887014	NA	-258.708472289539	-502.0095492679272	-511.41694457907795	-0	-502.0095492679272	-0	-502.0095492679272	3	0.007916993151489466	0.0010505287395717253	0.0059210605021919075	9.15305244590682e-4	3.0071115653353953e-5	2.754829919222494e-8	1.1826049755915108e-12	4.3515938802294155e-19	3.264998100991052e-26	1.4073754479044258e-37	1.6975734949832604e-57	./160718_HMFregCPCT_FR12254658_FR12244450_CPCT02080016	1:1	NA	NA	NA	NA	NA	NA	NA
2	0.296771826532125	0.12782790059250262	3584	671	2913	0	0.19400145336960498	0.805998546630395	0	FALSE	TRUE	FALSE	NA	NA	FALSE	0.0033779117887999793	0.00174908983928538	-4792.606945838035	-9536.108483031501	-9573.21389167607	356.65662024367344	-9179.451862787828	356.6566202436734	-9179.451862787828	6	0.002064171144977957	0.0012033753170961482	6.58108263328824e-4	1.6452803905706758e-4	3.016402314293068e-5	7.911616891620578e-6	6.034493135504127e-9	4.160655310867518e-15	7.785096406950938e-8	2.1476035559734087e-35	8.57637726181291e-59	./160718_HMFregCPCT_FR12254658_FR12244450_CPCT02080016	2:1	NA	NA	NA	NA	NA	NA	NA
2	0.34696881862724865	0.13661386629707828	456	114	329	13	0.2355629943692608	0.6553710913301591	0.10906591430058009	TRUE	TRUE	FALSE	0.06593406493406594	0.9397034306667131	TRUE	0.0032447284850648218	0.0011831804733661757	-520.3654035959156	-985.6283719062018	-1022.7308071918312	134.60769712128382	-851.0206747849179	13.22300517522099	-972.4053667309807	9	0.002099185743948549	6.800401157076057e-4	5.511414268890904e-4	3.040011958709885e-4	4.087110732172505e-4	7.430910408595051e-5	4.043793227981624e-6	3.086801575081262e-7	7.215669484041466e-5	4.3940259760822714e-6	7.963397567648208e-8	./160718_HMFregCPCT_FR12254658_FR12244450_CPCT02080016	2:0	Inf	Inf	NA	NA	NA	NA	NA
2	0.26309413487709066	0.11184234486715505	1789	682	1107	0	0.3830149202237246	0.6169850797762755	0	TRUE	TRUE	FALSE	NA	NA	FALSE	0.0024675314495275287	0.00105446219971163	-2330.0161609646198	-4615.095849428188	-4648.0323219292395	164.85045722018864	-4450.245392207999	164.85045722018862	-4450.245392207999	6	0.0011550725340825256	6.424242750552174e-4	2.8085663735208746e-4	1.559347680865729e-4	7.526338044850849e-5	5.934636270577846e-7	9.513081665324931e-12	1.4081199901674062e-20	4.37402801038395e-31	1.2526435025340807e-48	1.854077125578792e-80	./160718_HMFregCPCT_FR12254658_FR12244450_CPCT02080016	2:2	NA	NA	NA	NA	NA	NA	NA
2	0.6048888395366915	0.17162828041583827	1176	579	597	0	0.5030535830208914	0.4969464169791086	0	TRUE	FALSE	FALSE	NA	NA	FALSE	0.023121871702085815	0.003283038757243878	-429.3367838324039	-816.2543228940564	-846.6735676648078	81.94917700665994	-734.3051458873964	81.94917700665992	-734.3051458873964	6	0.0012693824290508206	8.219038476559246e-5	2.9262460867115326e-4	1.1605863294394956e-4	2.10572669925854e-5	1.0102767233184079e-4	1.9596161578641123e-4	1.0678382658313771e-4	3.109700421551909e-4	3.632429958807734e-5	6.384079232881898e-6	./160718_HMFregCPCT_FR12254731_FR12244449_CPCT02020330	1:0	NA	NA	NA	NA	NA	NA	NA
2	0.36427583919781653	0.16597739983760562	7059	5225	1834	0	0.7004134779135993	0.2995865220864007	0	TRUE	TRUE	FALSE	NA	NA	FALSE	0.00217825063304457	0.009134185907832252	-7324.925793437924	-14596.679234811474	-14637.851586875848	1176.295868203681	-13420.383366607794	1176.295868203681	-13420.383366607794	6	0.0013927481238334824	5.997684437701156e-4	4.231320905844364e-4	9.723170747010735e-5	1.2157458238365068e-4	1.4718900222686698e-4	3.6729182619796534e-6	3.926805419276832e-8	9.997520548016901e-8	4.013587665276048e-8	1.7936997349395622e-22	./160718_HMFregCPCT_FR12254731_FR12244449_CPCT02020330	1:1	NA	NA	NA	NA	NA	NA	NA
