tail,K_beta,N,N_Tail,N_C1,N_C2,pi_Tail,pi_C1,pi_C2,Mean_Tail,Mean_C1,Mean_C2,Variance_Tail,Variance_C1,Variance_C2,Scale_Tail,Shape_Tail,id,karyotype,NLL,BIC,AIC,entropy,ICL,reduced.entropy,reICL,size,PF,ratioM,ratioV,ratioN,minpi,QC,prob
TRUE,2,275,14,154,107,0.0692389776,0.5563020089,0.3744590134,0.1275241267,0.4905619543,0.2374749531,0.0112581885,0.0039018731,0.0035060603,0.077777799,2.5634882545,28,2:0,-189.2340624344,-311.0668716968,-354.4681248688,38.4882101317,-272.5786615651,14.462375293,-296.6044963071,12,P,0.06574187254782116,1.1128938940382742,1.4351851851851851,0.3744590134,PASS,0.9847261060391295
TRUE,2,2589,129,775,1685,0.0695411581,0.2956739153,0.6347849266,0.1689806612,0.3871069603,0.1927727198,Inf,0.0025869399,0.0020924615,0.052083299,1.4455472561,28,2:1,-2533.5639858446,-4972.8196479322,-5043.1279716892,455.9616765421,-4516.8579713901,152.9961578999,-4819.8234900156,12,P,0.008100319908439957,1.2363142165339722,2.172680412371134,0.2956739153,PASS,0.9812071893905171
TRUE,2,1690,59,949,682,0.0524505797,0.5553701427,0.3921792776,0.1356110369,0.323861667,0.1604658572,Inf,0.0019302355,0.0012939028,0.050359699,1.5907203365,28,2:2,-1843.3700889825,-3597.55037227,-3662.740177965,244.4209567192,-3353.1294155508,92.2339086384,-3505.3164635671,12,P,0.018259040590474118,1.4917932784440995,1.390922401171303,0.3921792776,PASS,0.9852059847623913
TRUE,2,603,68,247,288,0.1328887274,0.4043787849,0.4627324878,0.2162138548,0.5898953078,0.2736367452,Inf,0.0031992401,0.0028434747,0.054687499,1.3385670328,29,2:0,-368.7385385261,-660.6540706915,-713.4770770522,74.8841851141,-585.7698855774,4.2656185854,-656.3884521053,12,P,0.15576057728960313,1.125116428853754,1.1653225806451613,0.4043787849,PASS,0.9814536447954723
FALSE,2,1175,0,756,419,0,0.2791159936,0.7208840064,NA,0.3454568648,0.2138579135,NA,0.035125564,6.788477e-4,NA,NA,29,2:1,-651.7325589436,-1246.9129304746,-1287.4651178872,340.2908549514,-906.6220755232,340.2908549514,-906.6220754805,8,F,0.3846430597481725,51.74292260252189,1.8023809523809524,0.2791159936,FAIL,1.891220644344667e-12
TRUE,2,1285,162,633,490,0.1575157478,0.47988053470000003,0.3626037175,0.1815592193,0.435280944,0.2142499377,Inf,0.002843315,0.0034642491,0.050359699,1.3838405727,30,2:0,-926.590932603,-1767.2796972381,-1829.1818652061,309.1111988826,-1458.1684983555,81.0160792438,-1686.2636179353,12,P,0.03165027104696305,1.2183838582781015,1.2912423625254583,0.3626037175,PASS,0.986539997290075
TRUE,2,4971,523,1496,2952,0.1324691695,0.2956803468,0.5718504837,0.1135716485,0.3452928198,0.1733093921,Inf,0.0021746678,0.0015704184,0.050420199,1.7984012944,30,2:1,-5276.2334183894,-10450.3303211057,-10528.4668367788,1071.2249250269,-9379.1053960788,281.8032885169,-10168.5270325466,12,P,0.007650851370103018,1.3847696894025185,1.9726118904475618,0.2956803468,PASS,0.9836136763674805
TRUE,2,2240,321,1182,737,0.2097913707,0.286976007,0.5032326223,0.5136427294,0.2945644771,0.1472833512,Inf,0.0015967882,9.351929e-4,0.050359699,1.1087017993,30,2:2,-2289.4562753858,-4486.3417770334,-4554.9125507716,672.9737706098,-3813.3680064236,102.7250928964,-4383.6166840649,12,P,1.5108971800792403e-5,1.7074426035527002,1.602981029810298,0.286976007,PASS,0.9841139077741048
TRUE,2,987,115,241,631,0.1380303545,0.2402836196,0.6216860259,0.1352186165,0.5213297406,0.2479260431,Inf,0.002763717,0.0023805854,0.050847499,1.6026647568,31,2:0,-817.3477772855,-1551.9595140978,-1610.695554571,121.9218237136,-1430.0376903842,12.4849999418,-1539.4745141587,12,P,0.10276312274997146,1.160940078016105,2.6115702479338845,0.2402836196,PASS,0.9684431284752233
TRUE,2,5329,411,700,4218,0.0980340728,0.7737415647,0.1282243625,0.137130525,0.4082213404,0.1991814567,Inf,0.0020658768,0.0013306506,0.050279299,1.5789129445,31,2:1,-6865.764087048,-13628.5571475085,-13707.5281740961,653.1263306901,-12975.4308168184,58.3949625154,-13570.1621850092,12,P,0.04949470278675783,1.5525313707445065,6.018544935805991,0.1282243625,PASS,0.9474273441725677
TRUE,2,284,8,120,156,0.029677474,0.4144346319,0.5558878941,0.0602927846,0.3281813446,0.151787156,9.26172425476121e-5,0.0024772821,0.0013806513,0.052083299,7.344282901,31,2:2,-312.8181958892,-557.8487009205,-601.6363917784,22.1585350245,-535.6901658959,17.4629574112,-540.3857435043,12,P,0.16211538082971888,1.794285131951855,1.2975206611570247,0.4144346319,PASS,0.9707785614611977
TRUE,2,336,11,55,270,0.0334368402,0.1654739766,0.8010891832,0.0627864711,0.5353180134,0.260471371,9.97091355143216e-5,0.0032882264,0.0018964568,0.054263599,7.3668207811,32,2:0,-388.4817293229,-707.1581247263,-752.9634586459,3.6063651365,-703.5517595898,2.7756056436,-704.3825190808,12,P,0.05518944882430077,1.7338788840325812,4.839285714285714,0.1654739766,PASS,0.9338154083544039
TRUE,2,1792,55,566,1171,0.0373058803,0.3152204534,0.6474736663,0.0958075986,0.4023383374,0.2014997504,0.041126135,0.0033880114,0.0014814389,0.050314499,2.1059808956,32,2:1,-1873.5972744336,-3657.3014977448,-3723.1945488672,153.4159648465,-3503.8855328983,84.4346814545,-3572.866816287,12,P,0.0032812120049157123,2.2869734283337637,2.067019400352734,0.3152204534,PASS,0.9678457066088102
TRUE,2,10265,822,2326,7117,0.1032673487,0.2285919927,0.6681406587,0.1133230625,0.4531616562,0.2114466473,Inf,0.0076226325,0.0058553036,0.050359699,1.7998254248,33,2:0,-7251.5601906767,-14392.2824374,-14479.1203813535,3256.6954727675,-11135.5869646325,1515.0687541019,-12877.2141867369,12,P,0.14314893135692675,1.3018338622099799,3.0588740868070476,0.2285919927,PASS,0.8363670385141578
TRUE,2,12228,1797,1333,9098,0.1882475058,0.7076380943,0.1041143999,0.1197746983,0.3721694632,0.1785420763,Inf,0.0022946034,0.0016437991,0.050314499,1.724364449,33,2:1,-15180.8329092709,-30248.7280143456,-30337.6658185418,2817.2239965162,-27431.5040178294,302.9185762174,-29945.8094380966,12,P,0.08449162747862582,1.3959147440827773,6.820839580209895,0.1041143999,PASS,0.9796129934275616
TRUE,2,693,188,297,208,0.3059060208,0.2750973055,0.4189966737,0.4836578552,0.6673861349,0.3489749561,Inf,0.0026784168,0.00347759,0.051094899,1.1181213007,34,2:0,-331.129502011,-583.7666440318,-638.2590040221,110.0603511945,-473.7062928373,7.104960707,-576.6616833188,12,P,0.08758157789191579,1.2983752192713247,1.4258373205741626,0.2750973055,PASS,0.9762950556772928
FALSE,2,239,0,12,227,0,0.9583356144,0.0416643856,NA,0.3777310125,0.2294560041,NA,4.28102031541776e-5,0.0168369798,NA,NA,34,2:1,-174.0178807247,-304.224053034,-332.0357614494,12.7970327053,-291.4270203287,12.7970327053,-291.4270203009,8,F,0.3537976529244369,393.29362066708563,17.53846153846154,0.0416643856,FAIL,2.2204460492503126e-16
TRUE,2,328,43,140,145,0.1586917713,0.4216936134,0.4196146152,1.0921085564,0.6891018315,0.3266336758,Inf,0.0034901461,0.002574786,0.053763399,1.0517779648,35,2:0,-166.6312736996,-263.7463840986,-309.2625473992,39.7877351326,-223.9586489661,0.5126919155,-263.233692184,12,P,0.10970846717575355,1.3555091957156828,1.0354609929078014,0.4196146152,PASS,0.9836149606536004
TRUE,2,5348,551,1115,3682,0.1271440412,0.2038591903,0.6689967685,0.2695476062,0.4915410699,0.2451930079,Inf,0.0028512853,0.0022772578,0.050504999,1.2305715753,35,2:1,-4644.5774811156,-9186.1412269725,-9265.1549622311,826.2945531139,-8359.8466738586,101.2981938458,-9084.8430331138,12,P,0.0047107954255820594,1.2520696163605194,3.300179211469534,0.2038591903,PASS,0.9812398677458859
TRUE,2,1902,206,689,1007,0.1336945342,0.3563148739,0.5099905918,0.124827553,0.3901214205,0.1910649407,Inf,0.0026452543,0.0015922086,0.050420199,1.6776238673,35,2:2,-1759.0280055218,-3427.4480761264,-3494.0560110437,336.7842041409,-3090.6638719855,71.0578285936,-3356.3902475121,12,P,0.04182629775364122,1.66137420687214,1.4608695652173913,0.3563148739,PASS,0.9822364476395871
TRUE,2,148,11,80,57,0.0775268517,0.5317390569,0.3907340915,0.0973121102,0.5892318299,0.3535474025,0.0510518126,0.0024186292,0.0092558068,0.050724599,2.0888025083,36,2:0,-97.4940072498,-135.0214672145,-170.9880144997,25.2685045064,-109.7529627081,20.1014840897,-114.919983111,12,P,0.3333724820676627,3.8268812763858144,1.396551724137931,0.3907340915,PASS,0.8230284462216703
TRUE,2,424,29,116,279,0.0849921366,0.2675770457,0.6474308177,0.2073028239,0.4479141238,0.2203444394,Inf,0.0021910836,0.0012982947,0.050561799,1.3225817813,36,2:1,-451.9266382833,-831.2564751038,-879.8532765666,44.9445652275,-786.3119098763,5.5635038507,-825.6929712523,12,F,0.032790684528615444,1.6876627471405377,2.393162393162393,0.2675770457,PASS,0.9711975695401495
TRUE,2,383,4,73,306,0.0172228938,0.1886786248,0.7940984814,0.1578790357,0.5094105217,0.2534973923,Inf,0.0021738417,0.0021746668,0.052173899,1.4935795993,37,2:0,-426.1785006338,-780.9805813974,-828.3570012675,13.8516472332,-767.1289341642,2.9924319582,-777.988149441,12,P,0.009529632940527666,1.0003795584563493,4.148648648648648,0.1886786248,PASS,0.9689855521267836
TRUE,2,17916,285,1677,15954,0.0244351649,0.8824199497,0.0931448854,0.1696847576,0.3979111941,0.1968938766,Inf,0.0021934441,0.001501727,0.050359699,1.4220379155,37,2:1,-26031.6413662632,-51945.7613391585,-52039.2827325264,1139.4752501521,-50806.2860890064,290.1045886782,-51655.6567506844,12,P,0.020942453727887944,1.460614412606286,9.508343265792611,0.0931448854,PASS,0.9002018238488685
TRUE,2,2650,145,851,1654,0.0898707373,0.3095728696,0.6005563931,Inf,0.3415816474,0.1635693842,Inf,0.0020070688,9.054036e-4,0.050314499,0.5669911797,37,2:2,-2742.3431574034,-5390.0985357791,-5460.6863148068,456.3150178371,-4933.783517942,59.8222739893,-5330.2762617839,12,P,0.08829818043662963,2.216766975523402,1.942488262910798,0.3095728696,PASS,0.9680601356296188
TRUE,2,255,42,12,201,0.173504992,0.0463413839,0.7801536241,0.1347383862,0.8467977568,0.3983396083,Inf,0.0019018702,0.0029419302,0.052287599,1.6341673715,38,2:0,-249.6406102751,-432.7860580082,-475.2812205501,14.1225864325,-418.6634715757,4.57565522206847e-5,-432.7860122516,12,P,0.12581862098497254,1.5468617153788937,15.538461538461538,0.0463413839,PASS,0.6047978823598963
FALSE,2,25,0,17,8,0,0.3186080031,0.6813919969,NA,0.3522006674,0.096499911,NA,0.004092276,0.0018918717,NA,NA,38,2:1,-22.3564989813,-18.9619913636,-28.7129979626,0.7005993593,-18.2613920044,0.7005993593,-18.2613920031,8,F,1.6497512147964573,2.163083257707169,2,0.3186080031,FAIL,0.010095920407875601
TRUE,2,2466,1268,570,628,0.5672132191,0.2165310561,0.2162557248,0.1198225948,0.3879957935,0.1893778159,Inf,0.0018010435,0.0015642195,0.050279299,1.7229927551,39,2:0,-2861.6659259849,-5629.6076197652,-5699.3318519699,655.4481788056,-4974.1594409596,30.5281744155,-5599.0794453251,12,P,0.04879220755655567,1.1514007465064846,1.1015761821366024,0.2162557248,PASS,0.9858247925031847
TRUE,2,6664,2380,277,4007,0.4140257573,0.5518638048,0.0341104379,0.0957459135,0.3229660926,0.1602814549,0.0416615938,0.0015060336,9.335723e-4,0.050251299,2.1045548916,39,2:1,-10685.3507788139,-21265.0478554216,-21346.7015576278,1791.4094233279,-19473.6384320938,62.0319928099,-21203.015862662,12,P,0.014993517506434628,1.6131943931926858,14.417266187050359,0.0341104379,PASS,0.9186774574169826
TRUE,2,859,335,429,95,0.4087547595,0.096299833,0.4949454075,0.1109887194,0.6290699751,0.2700536247,Inf,0.0028687836,0.0011317739,0.050359699,1.8306203641,40,2:0,-783.1795555086,-1485.2898839534,-1542.3591110172,67.017440535,-1418.2724434185,0.0011119498,-1485.2887720036,12,P,0.32942614933914616,2.5347674124663944,4.479166666666667,0.096299833,PASS,0.7088286406131913
TRUE,2,1674,115,562,997,0.0784239518,0.3324464764,0.5891295718,0.0931285717,0.4823183285,0.2421688465,0.0206678816,0.0021876066,0.0026522836,0.050632899,2.1914836446,40,2:1,-1403.983318835,-2718.8909826574,-2783.96663767,126.3638575573,-2592.5271251002,37.2294333451,-2681.6615492938,12,P,0.008338663412678082,1.2124134202191563,1.7726465364120783,0.3324464764,PASS,0.9849926461241606
FALSE,2,117,0,109,8,0,0.0683776918,0.9316223082,NA,0.5792139159,0.1080338207,NA,0.0034935116,0.0026205029,NA,NA,41,2:0,-137.9916518235,-237.8859121686,-259.983303647,0.0020847929,-237.8838273757,0.0020847929,-237.8838273757,8,F,3.361412862629601,1.3331454813501638,12.222222222222221,0.0683776918,FAIL,7.9975081098755e-7
TRUE,2,1004,92,417,495,0.1062720044,0.4813442158,0.4123837798,0.1500760335,0.4250908897,0.2191321668,Inf,0.0013690279,9.039561e-4,0.051094899,1.5162084598,41,2:1,-1097.8614116121,-2112.7818556211,-2171.7228232241,83.139786257,-2029.6420693641,3.3923697724,-2109.3894858483,12,P,0.06011643152337065,1.5144849401425577,1.186602870813397,0.4123837798,PASS,0.9853478592737196
TRUE,2,258,52,98,108,0.2157057666,0.3779298047,0.4063644287,0.7327104285,0.9285907111,0.4515174112,Inf,5.836578e-4,0.0024992508,0.055045899,1.0812288331,42,2:0,-193.8464241964,-321.0573333737,-363.6928483928,18.4122346221,-302.6450987516,1.21236510244156e-14,-321.0573333737,12,P,0.056600007144973485,4.282048145334476,1.101010101010101,0.3779298047,PASS,0.9277905506560538
TRUE,2,638,153,169,316,0.2889300337,0.455175076,0.2558948904,0.5363377038,0.6152357057,0.3085706386,Inf,0.0022244707,0.0034364298,0.050359699,1.1036254697,42,2:1,-345.2925698238,-613.0850802475,-666.5851396477,121.7340771748,-491.3510030727,10.2415521306,-602.843528126,12,P,0.0061754790042425345,1.5448303275021784,1.8647058823529412,0.2558948904,PASS,0.9783235758409471
TRUE,2,183,22,16,145,0.1387957331,0.0851771756,0.7760270913,0.3568409421,0.7551225757,0.3614122269,Inf,9.598657e-4,0.0020488699,0.070175399,1.244798863,43,2:0,-189.2543061026,-315.9947783712,-354.5086122053,16.5440735582,-299.450704813,8.48853216032182e-8,-315.9947782863,12,P,0.08936643393898391,2.1345380921518498,8.588235294117647,0.0851771756,PASS,0.8106148864021823
TRUE,2,12,1,3,8,0.0833333333,0.6770421512,0.2396245155,0.103448,0.4093974701,0.3081402134,9.99999996776097e-19,7.6137088124026e-6,0.0027194737,0.103447999,103448001.166753,43,2:1,-35.6153039974,-41.4117281974,-47.2306079949,0.5068365775,-40.9048916199,0.5068365774,-40.9048916198,12,F,0.6713922678811255,357.18120655862543,2.25,0.2396245155,FAIL,2.2204460492503126e-16
TRUE,2,2247,35,1163,1049,0.0252869467,0.5225276912,0.4521853621,0.0852025372,0.301019245,0.1448926006,0.006338821,0.0033709839,0.0012077545,0.050632899,2.4646638383,44,2:0,-2397.0222589715,-4701.4363026769,-4770.0445179431,367.9168204485,-4333.5194822283,257.5294108954,-4443.9068917382,12,P,0.07753359214673372,2.791116820512778,1.1085714285714285,0.4521853621,PASS,0.9575619039314879
TRUE,2,5328,17,944,4367,0.0135747893,0.8086146123,0.1778105984,0.1235747815,0.2556398983,0.1288122928,Inf,0.0013423973,9.803296e-4,0.051094899,1.7049528396,44,2:1,-8564.0789166761,-17025.1890588056,-17104.1578333523,624.4836013047,-16400.705457501,353.8852509611,-16671.3038078168,12,P,0.015407592372270962,1.369332620375841,4.622222222222222,0.1778105984,PASS,0.934727943057048
TRUE,2,217,9,1,207,0.1249038859,0.0046078833,0.8704882308,0.1100897203,0.526316,0.1629485952,0.1794602983,1.23259516440783e-32,0.0037747083,0.055944099,2.0332155711,44,2:2,-331.3177500093,-598.0767317761,-638.6355000186,62.0560513625,-536.0206804136,5.12850159488623e-16,-598.0766999636,12,F,1.2299511349208614,30624071949961493e13,104,0.0046078833,FAIL,2.2204460492503126e-16
TRUE,2,147,70,53,24,0.5229383906,0.1315040038,0.3455576056,0.1752127302,0.4777308009,0.2347482351,Inf,0.0024164007,7.054378e-4,0.050847499,1.4088562254,45,2:0,-130.376468671,-200.8677463006,-236.7529373419,25.9151322508,-174.9526140498,0.0181525865,-200.849593714,12,P,0.035077284804685416,3.4253915795269267,2.16,0.1315040038,PASS,0.8935199281039156
TRUE,2,690,172,206,312,0.2883348614,0.4199249993,0.2917401393,0.1080054835,0.3836760162,0.1900333386,Inf,0.0021657396,0.001088239,0.050359699,1.8736059268,45,2:1,-710.1373330697,-1341.8343669683,-1396.2746661393,131.5352736252,-1210.2990933431,12.5971503726,-1329.2372165933,12,P,0.018993188387840476,1.9901323146845502,1.5120772946859904,0.2917401393,PASS,0.9755531229838689
FALSE,2,28,0,11,17,0,0.6219039782,0.3780960218,NA,0.3064761678,0.1449711654,NA,3.8478e-4,0.0037691195,NA,NA,45,2:2,-35.5971092869,-44.5365824923,-55.1942185737,2.5447209555,-41.9918615369,2.5447209555,-41.9918615388,8,F,0.11404914180264969,9.795518218202611,1.5,0.3780960218,FAIL,0.14637535594043846
TRUE,2,296,7,175,114,0.0259585759,0.5904498869,0.3835915372,0.0941420797,0.6653975677,0.309982825,0.0027620994,0.0039412426,0.0043694674,0.063291099,3.051510115,46,2:0,-182.2137756416,-296.1432378312,-340.4275512831,6.3664941873,-289.776743644,3.1250147489,-293.01822308,12,P,0.14656269327179672,1.1086522306442135,1.5304347826086957,0.3835915372,PASS,0.9788303462176645
TRUE,2,3723,69,1239,2415,0.0276905059,0.3308839046,0.6414255895,0.3212148437,0.4852904052,0.2383609217,Inf,0.0030367904,0.0023113716,0.050420199,1.1861934864,46,2:1,-3297.4679099565,-6496.2683990265,-6570.935819913,273.6926099552,-6222.5757890713,92.3327638653,-6403.9356351365,12,P,0.03594784639566173,1.3138477603514724,1.9483870967741936,0.3308839046,PASS,0.9811450459892397
TRUE,2,5104,73,3162,1869,0.0254117378,0.6146804304,0.3599078317,2.3561080172,0.3892147261,0.1838628382,Inf,0.0021778392,0.0017196284,0.053846199,1.0233883907,46,2:2,-5128.7006199838,-10154.9478820673,-10233.4012399676,464.0494364607,-9690.8984456066,162.4688876531,-9992.4789942525,12,P,0.1168754377468324,1.2664591954866529,1.6914438502673796,0.3599078317,PASS,0.9766456789695972
TRUE,2,762,79,460,223,0.1276444801,0.2741510854,0.5982044345,0.1046520463,0.4213676462,0.1451382042,Inf,0.0026233353,0.0026131067,0.050359699,1.9275653295,47,2:0,-699.3834981522,-1319.1356376363,-1374.7669963045,155.4035688857,-1163.7320687505,11.5608011975,-1307.5748364427,12,P,0.9032166170345932,1.0039143445615903,2.0580357142857144,0.2741510854,PASS,0.5575967089767784
TRUE,2,809,139,253,417,0.1999904342,0.3057883658,0.4942212,0.0976605399,0.3287330495,0.162206677,0.0714327728,0.0015120832,0.0015177439,0.050359699,2.0646681554,47,2:1,-909.3138138319,-1738.2780406591,-1794.6276276639,198.0134407903,-1540.2645998689,36.3709888026,-1701.9070518422,12,P,0.026630811874655436,1.0037436432069347,1.6456692913385826,0.3057883658,PASS,0.9854279763681494
TRUE,2,2542,1426,349,767,0.6026848335,0.2710539512,0.1262612153,0.126130683,0.5870825381,0.2629193838,Inf,0.0078210505,8.853349e-4,0.050279299,1.6628659403,48,2:0,-2727.700239267,-5361.312001113,-5431.400478534,389.150068643,-4972.16193247,8.9293263079,-5352.3826748023,12,P,0.23293744879071943,8.83400225157734,2.1942857142857144,0.1262612153,FAIL,0.1931630224246294
TRUE,2,1139,490,198,451,0.4825613779,0.1598200315,0.3576185906,0.1136403487,0.4121996479,0.1969509144,Inf,0.003342849,0.0020187948,0.050228299,1.7920939192,48,2:1,-1241.9256601295,-2399.3964486976,-2459.8513202589,336.7766211082,-2062.6198275893,38.4005439136,-2360.9959047821,12,P,0.09290547929540338,1.655863686591624,2.271356783919598,0.1598200315,PASS,0.9566483947558532
TRUE,2,681,97,117,467,0.2030006372,0.6331889167,0.1638104461,0.1134644903,0.3796222831,0.1510288492,Inf,0.0039773008,0.0017384877,0.050359699,1.7980328898,48,2:2,-786.2671060187,-1494.2514643637,-1548.5342120375,214.4192046933,-1279.8322596704,15.3952301106,-1478.8562342502,12,P,0.5135746257146212,2.287793465550547,3.9661016949152543,0.1638104461,PASS,0.6487399869080772
FALSE,2,173,0,80,93,0,0.5453545263,0.4546454737,NA,0.5726193855,0.2001545546,NA,0.0024884463,0.0089539489,NA,NA,49,2:0,-104.124326144,-167.022319532,-192.248652288,4.7265518693,-162.2957676627,4.7265518693,-162.2957676518,8,P,0.8608861119566051,3.598208609122889,1.1604938271604939,0.4546454737,FAIL,0.20886594861190688
TRUE,2,1766,259,429,1078,0.1829122211,0.5826471904,0.2344405885,0.1531914092,0.4477381452,0.1940592745,Inf,0.0017484806,0.0034752282,0.050420199,1.4906062591,49,2:1,-1521.1564128709,-2952.5951571678,-3018.3128257418,502.0636070382,-2450.5315501297,38.0038500817,-2914.5912860108,12,R,0.30722363748711246,1.9875703510808185,2.5093023255813955,0.2344405885,PASS,0.9120314629964138
TRUE,2,80,1,58,21,0.0125,0.2625316168,0.7249683832,0.114754,0.6698891215,0.3167431515,1.00000004113474e-18,0.0023339082,0.0032800304,0.114753999,114753998.639812,50,2:0,-90.8886752417,-129.1930308673,-157.7773504834,0.0199285389,-129.1731023284,0.0199285372,-129.1731023299,12,P,0.11492851014333638,1.4053810685441697,2.6818181818181817,0.2625316168,PASS,0.9618383880428615
TRUE,2,1149,25,268,856,0.0306722746,0.2308902009,0.7384375245,0.2519292669,0.4928656367,0.2372962823,Inf,0.0018245791,0.0016067798,0.053691299,1.2708426623,50,2:1,-1322.1367803606,-2559.7137933869,-2620.2735607211,62.8751404266,-2496.8386529604,4.1678056983,-2555.5459876908,12,P,0.07700530291873031,1.135550185532579,3.1858736059479553,0.2308902009,PASS,0.967768735856201
TRUE,2,526,143,37,346,0.2967787864,0.0692641993,0.6339570143,0.585471504,0.4979392275,0.3751018398,Inf,0.001065459,0.0024699319,0.050420199,1.0942343258,51,2:0,-448.4501709261,-821.7167272994,-872.9003418523,105.0894206963,-716.6273066031,41.3301598459,-780.3865670275,12,F,0.6725225667634809,2.318185777209635,9.131578947368421,0.0692641993,FAIL,0.20132404028068376
TRUE,2,1045,162,259,624,0.1838109331,0.5709604525,0.2452286143,0.0930649,0.3389211359,0.1737369373,0.0183284783,0.0016043503,0.0011995207,0.051020399,2.2134856591,51,2:1,-1237.2560112604,-2391.0907565479,-2450.5120225207,187.7208053351,-2203.3699512128,35.8556943002,-2355.2350622428,12,P,0.04922809641355408,1.3374928002492996,2.4038461538461537,0.2452286143,PASS,0.9734868953148182
FALSE,2,139,0,114,25,0,0.1787752169,0.8212247831,NA,0.2539568934,0.0783282338,NA,0.0038057117,6.020688e-4,NA,NA,51,2:2,-155.8062867821,-272.1367820992,-295.6125735642,5.8460748814,-266.2907072178,5.8460748814,-266.2907072134,8,F,1.2422139639768055,6.32105782594946,4.423076923076923,0.1787752169,FAIL,0.0026461528548408415
TRUE,2,380,50,233,97,0.159478564,0.602612025,0.2379094111,0.1953862561,0.4945590677,0.2277032345,Inf,0.0031057744,0.0019358196,0.053763399,1.3796237422,52,2:0,-279.8063057488,-488.330556465,-535.6126114976,54.4328500925,-433.8977063725,4.5090285253,-483.8215279332,12,P,0.1719457292118527,1.6043718123320996,2.3877551020408165,0.2379094111,PASS,0.9460978363093573
TRUE,2,5337,674,1810,2853,0.156161758,0.5118668916,0.3319713504,0.1330699222,0.3803782968,0.1825893916,Inf,0.00223838,0.0015841176000000001,0.050359699,1.6088690982,52,2:1,-5129.0355146281,-10155.0820015402,-10234.0710292562,1092.0431063904,-9063.0388951498,164.1650454283,-9990.9169560598,12,P,0.0832442315887536,1.413013781300075,1.5759249033683047,0.3319713504,PASS,0.9863763458559022
TRUE,2,2497,328,1577,592,0.1578904902,0.2220275449,0.6200819649,0.1102864216,0.3153299283,0.1535761996,Inf,0.0016828552,0.0011200593,0.050279299,1.8378888514,52,2:2,-2820.9839327961,-5548.0937221088,-5617.9678655921,463.3946539426,-5084.6990681662,84.3933491754,-5463.7003728536,12,P,0.05324737245288658,1.5024697353077647,2.661045531197302,0.2220275449,PASS,0.9703348006418036
